Date,AAPL,AMZN,BRK-B,DIS,GOOGL,JNJ,JPM,KO,MA,META,MSFT,NFLX,NVDA,PEP,PFE,PG,TSLA,V,WMT,XOM
2019-11-25,64.48934936523438,88.69200134277344,219.05999755859375,146.9827423095703,65.04620361328125,118.46437072753906,113.21170043945312,45.240928649902344,279.2674255371094,199.02969360351562,144.35984802246094,315.54998779296875,5.503101825714111,115.10445404052734,29.14400863647461,105.87215423583984,22.422666549682617,174.39613342285156,36.61217498779297,53.59037780761719
2019-11-26,63.98579025268555,89.84700012207031,218.89999389648438,148.89747619628906,65.41287994384766,118.45573425292969,113.3666763305664,45.8189811706543,280.9860534667969,198.21282958984375,145.12347412109375,312.489990234375,5.398367404937744,116.71279907226562,28.85015869140625,107.4095687866211,21.92799949645996,175.91873168945312,36.69529724121094,53.45818328857422
2019-11-27,64.8452377319336,90.92549896240234,220.5,148.74037170410156,65.3695297241211,118.95662689208984,113.70247650146484,45.861488342285156,283.2388000488281,201.23130798339844,145.40036010742188,315.92999267578125,5.433221817016602,116.8934097290039,29.1063289642334,106.97028350830078,22.086000442504883,177.67259216308594,36.56291961669922,53.42707061767578
2019-11-29,64.70240020751953,90.04000091552734,220.3000030517578,148.83856201171875,64.96897888183594,118.73210906982422,113.44416046142578,45.73302459716797,283.75347900390625,200.87269592285156,144.50303649902344,314.6600036621094,5.395878314971924,116.82462310791016,29.023456573486328,107.23384857177734,21.996000289916992,177.80752563476562,36.66450500488281,52.98379135131836
2019-12-02,63.95432662963867,89.08000183105469,220.3300018310547,147.89590454101562,64.2102279663086,118.6198501586914,113.19448852539062,46.03277587890625,278.16046142578125,198.9400634765625,142.75616455078125,309.989990234375,5.209410190582275,116.86763763427734,28.85015869140625,107.81369018554688,22.32466697692871,175.18637084960938,36.72300720214844,53.209320068359375
2019-12-03,62.81401062011719,88.49800109863281,218.0800018310547,145.89280700683594,64.50316619873047,118.44713592529297,111.73942565917969,46.07559585571289,278.7624816894531,198.06341552734375,142.5270538330078,306.1600036621094,5.169826030731201,116.50636291503906,28.66933250427246,108.01575469970703,22.413333892822266,175.29234313964844,36.53519821166992,52.78936767578125
2019-12-04,63.368412017822266,88.03450012207031,218.39999389648438,145.59823608398438,65.70879364013672,120.36425018310547,113.94355010986328,46.4952392578125,278.5196838378906,197.95382690429688,143.04251098632812,304.32000732421875,5.213642120361328,118.08892059326172,28.737136840820312,109.40385437011719,22.20199966430664,174.0395965576172,36.541351318359375,53.388187408447266
2019-12-05,64.29810333251953,87.02400207519531,219.60000610351562,144.77342224121094,66.10835266113281,120.51969909667969,114.5634765625,46.40959548950195,281.4423522949219,198.60134887695312,143.11888122558594,302.8599853515625,5.196713924407959,118.08457946777344,28.654258728027344,109.48291778564453,22.024667739868164,175.28269958496094,36.695980072021484,53.201541900634766
2019-12-06,65.54007720947266,87.58000183105469,222.61000061035156,144.9894561767578,66.72760009765625,121.22779846191406,116.26822662353516,46.606571197509766,281.9764709472656,200.28494262695312,144.85626220703125,307.3500061035156,5.282104969024658,118.96803283691406,28.85015869140625,109.1051254272461,22.392667770385742,175.55255126953125,37.0423469543457,54.0569953918457
2019-12-09,64.62252807617188,87.47550201416016,221.3800048828125,143.56568908691406,66.90695190429688,121.3314437866211,115.72579193115234,46.306827545166016,280.6753234863281,200.57382202148438,144.48391723632812,302.5,5.282104969024658,118.79479217529297,28.872756958007812,109.70252990722656,22.635332107543945,176.27523803710938,36.912452697753906,54.17365264892578
2019-12-10,65.00019836425781,86.96050262451172,221.25999450683594,143.4576873779297,66.9019775390625,120.89102935791016,115.80330657958984,46.049896240234375,280.2384033203125,200.1055908203125,144.26437377929688,293.1199951171875,5.327167987823486,118.02396392822266,28.99332046508789,109.17540740966797,23.256000518798828,175.63925170898438,36.844425201416016,53.7070198059082
2019-12-11,65.55461120605469,87.43599700927734,222.57000732421875,144.92071533203125,66.96973419189453,121.74596405029297,115.52777862548828,46.20404815673828,281.63665771484375,201.4903106689453,144.80848693847656,298.92999267578125,5.410816192626953,118.74285125732422,28.79741668701172,109.51803588867188,23.51333236694336,175.39833068847656,36.80113220214844,53.62926483154297
